A1BG	chr19:58858174-58864865
AIFM1.4	chrX:129263340-129272015
AIFM1.5	chrX:129263340-129299808
AIFM1	chrX:129263340-129299808
AIFM2	chr10:71872030-71892690
AIFM3.2	chr22:21319418-21335649
AIFM3.3	chr22:21321447-21335649
AIFM3.4	chr22:21319418-21335649
AIFM3	chr22:21321447-21335649
AIG1	chr6:143382023-143661439
AIM1	chr6:106959730-107018332
AIM1L	chr1:26648350-26670443
AIM2	chr1:159032275-159046647
AIMP1.2	chr4:107236767-107270379
AIMP1.3	chr4:107236853-107270379
AIMP1	chr4:107237664-107270379
AIMP2	chr7:6048882-6063464
AIP	chr11:67250505-67258578
AIPL1.2	chr17:6327060-6338519
AIPL1.3	chr17:6327060-6338519
AIPL1	chr17:6327060-6338519
AIRE.2	chr21:45705763-45718100
AIRE	chr21:45710274-45718110
AJAP1.2	chr1:4715105-4837854
AJAP1	chr1:4715105-4843850
AK1	chr9:130628761-130640022
AK2.2	chr1:33473586-33502492
AK2	chr1:33478583-33502471
AK3	chr9:4711158-4741227
AK3L1.2	chr1:65613232-65693173
AK3L1.3	chr1:65613513-65693173
AK3L1	chr1:65613886-65693173
AK5.2	chr1:77748287-78025652
AK5	chr1:77747742-78025652
AK7	chr14:96858448-96955112
AKAP10	chr17:19808752-19881129
AKAP11	chr13:42846289-42897402
AKAP12.2	chr6:151561134-151679692
AKAP12	chr6:151646666-151679692
AKAP13.2	chr15:85923871-86292586
AKAP13.3	chr15:85923871-86292586
AKAP13	chr15:86220268-86292586
AKAP14.2	chrX:119029936-119054677
AKAP14.3	chrX:119029936-119054677
AKAP14	chrX:119029936-119037618
AKAP1	chr17:55162553-55198709
AKAP2.2	chr9:112810976-112934789
AKAP2	chr9:112887783-112934789
AKAP3	chr12:4724677-4754343
AKAP4.2	chrX:49955435-49965004
AKAP4	chrX:49955411-49965664
AKAP5	chr14:64932217-64941220
AKAP6	chr14:32798479-33302267
AKAP7.2	chr6:131571504-131604673
AKAP7.3	chr6:131571504-131604673
AKAP7	chr6:131466461-131604673
AKAP8	chr19:15464341-15490603
AKAP8L	chr19:15490859-15529833
AKAP9.2	chr7:91570189-91739986
AKAP9	chr7:91570189-91739986
AKD1.2	chr6:109814059-110012415
AKD1	chr6:109952902-110012415
AKIRIN1.2	chr1:39456916-39471735
AKIRIN1	chr1:39456916-39471735
AKIRIN2	chr6:88384579-88411985
AKNA	chr9:117096433-117156685
AKNAD1	chr1:109358532-109399716
AKR1A1.2	chr1:46016498-46035720
AKR1A1	chr1:46016498-46035720
AKR1B10	chr7:134212344-134226165
AKR1B15	chr7:134250233-134264300
AKR1B1	chr7:134127107-134143888
AKR1C1	chr10:5005454-5020157
AKR1C2.2	chr10:5031966-5060207
AKR1C2.3	chr10:5042105-5046053
AKR1C2	chr10:5031966-5060207
AKR1C3	chr10:5136568-5149876
AKR1C4	chr10:5238798-5260910
AKR1CL1	chr10:5196655-5227150
AKR1D1	chr7:137761196-137803050
AKR1E2	chr10:4868402-4890249
AKR7A2	chr1:19630459-19638640
AKR7A3	chr1:19609057-19615280
AKR7L.2	chr1:19592476-19600568
AKR7L	chr1:19592476-19600568
AKT1.2	chr14:105235689-105262080
AKT1.3	chr14:105235689-105262080
AKT1	chr14:105235689-105259938
AKT1S1.2	chr19:50372299-50380612
AKT1S1.3	chr19:50372299-50380644
AKT1S1	chr19:50372299-50380578
AKT2	chr19:40736225-40791265
AKT3.2	chr1:243651535-244006553
AKT3	chr1:243666484-244006553
AKTIP.2	chr16:53525193-53537170
AKTIP	chr16:53525193-53537170
ALAD	chr9:116148593-116163618
ALAS1.2	chr3:52232116-52248343
ALAS1	chr3:52232144-52248343
ALAS2.2	chrX:55035489-55057497
ALAS2.3	chrX:55035489-55057497
ALAS2	chrX:55035489-55057497
ALB	chr4:74269972-74287127
ALCAM	chr3:105085713-105295743
ALDH16A1.2	chr19:49956473-49974304
ALDH16A1	chr19:49956473-49974304
ALDH18A1.2	chr10:97365687-97416567
ALDH18A1	chr10:97365687-97416567
ALDH1A1	chr9:75515588-75567969
ALDH1A2.2	chr15:58245628-58357906
ALDH1A2.3	chr15:58245628-58357906
ALDH1A2	chr15:58245628-58306235
ALDH1A3	chr15:101420009-101456828
ALDH1B1	chr9:38392702-38398655
ALDH1L1	chr3:125822408-125899485
ALDH1L2.2	chr12:105413564-105478341
ALDH1L2	chr12:105413564-105478341
ALDH2	chr12:112204346-112247782
ALDH3A1.2	chr17:19641300-19648925
ALDH3A1.3	chr17:19641300-19648772
ALDH3A1	chr17:19641300-19651746
ALDH3A2.2	chr17:19552064-19580903
ALDH3A2	chr17:19552064-19580908
ALDH3B1.2	chr11:67776048-67796741
ALDH3B1.3	chr11:67777790-67796741
ALDH3B1	chr11:67777790-67796741
ALDH3B2.2	chr11:67429634-67442102
ALDH3B2	chr11:67429634-67448685
ALDH4A1.2	chr1:19197926-19229293
ALDH4A1.3	chr1:19197926-19217385
ALDH4A1	chr1:19197926-19229293
ALDH5A1.2	chr6:24495197-24537434
ALDH5A1	chr6:24495197-24537434
ALDH6A1	chr14:74526874-74551196
ALDH7A1	chr5:125878918-125931082
ALDH8A1.2	chr6:135238529-135271244
ALDH8A1	chr6:135238529-135271244
ALDH9A1	chr1:165631449-165667900
ALDOA.2	chr16:30077044-30081734
ALDOA.3	chr16:30075973-30081734
ALDOA.4	chr16:30064491-30081734
ALDOA	chr16:30075600-30081734
ALDOB	chr9:104182842-104198062
ALDOC	chr17:26900134-26903951
ALG10B	chr12:38710557-38723527
ALG10	chr12:34175216-34181234
ALG11	chr13:52586550-52603778
ALG12	chr22:50296856-50312106
ALG13.2	chrX:110924346-110933623
ALG13.3	chrX:110924346-111003873
ALG13.4	chrX:110924346-110933623
ALG13	chrX:110924346-110933623
ALG14	chr1:95448279-95538507
ALG1	chr16:5121810-5137378
ALG1L2	chr3:129800674-129817232
ALG1L	chr3:125648118-125655882
ALG2.2	chr9:101978708-101984246
ALG2	chr9:101978708-101984246
ALG3.2	chr3:183960117-183966759
ALG3.3	chr3:183960117-183966759
ALG3.4	chr3:183960117-183967313
ALG3	chr3:183960117-183966759
ALG5.2	chr13:37523910-37573504
ALG5	chr13:37523910-37573504
ALG6	chr1:63833261-63904232
ALG8.2	chr11:77811988-77850699
ALG8	chr11:77811988-77850699
ALG9.2	chr11:111652920-111742004
ALG9.3	chr11:111652920-111742305
ALG9.4	chr11:111652920-111742305
ALG9	chr11:111652920-111742004
ALKBH1	chr14:78138749-78174356
ALKBH2.2	chr12:109525993-109531293
ALKBH2.3	chr12:109525993-109531293
ALKBH2.4	chr12:109525993-109531293
ALKBH2.5	chr12:109525993-109531293
ALKBH2	chr12:109525993-109531293
ALKBH3	chr11:43902357-43941825
ALKBH4	chr7:102096697-102105288
ALKBH5	chr17:18086867-18113265
ALKBH6.2	chr19:36500023-36505141
ALKBH6	chr19:36500022-36505141
ALKBH7	chr19:6372444-6375040
ALKBH8	chr11:107373454-107436461
ALK	chr2:29415641-30144432
ALLC	chr2:3705786-3750258
ALMS1	chr2:73612886-73837046
ALMS1P	chr2:73872046-73912692
ALOX12B	chr17:7975954-7991021
ALOX12	chr17:6899384-6914054
ALOX12P2	chr17:6756895-6803667
ALOX15B.2	chr17:7942358-7952442
ALOX15B.3	chr17:7942358-7952442
ALOX15B	chr17:7942358-7952442
ALOX15	chr17:4534221-4544960
ALOX5AP	chr13:31309669-31338556
ALOX5	chr10:45869629-45941561
ALOXE3.2	chr17:7999219-8022234
ALOXE3	chr17:7999219-8021860
ALPI	chr2:233320833-233324740
ALPK1.2	chr4:113218499-113363761
ALPK1	chr4:113218499-113363761
ALPK2	chr18:56148484-56296189
ALPK3	chr15:85359911-85416711
ALPL.2	chr1:21877807-21904904
ALPL	chr1:21835858-21904904
ALPP	chr2:233243348-233247597
ALPPL2	chr2:233271552-233275422
ALS2.2	chr2:202624183-202645895
ALS2	chr2:202564987-202645895
ALS2CL.2	chr3:46710679-46735171
ALS2CL	chr3:46710679-46718899
ALS2CR11.2	chr2:202352147-202483905
ALS2CR11.3	chr2:202352147-202483905
ALS2CR11.4	chr2:202399045-202483905
ALS2CR11	chr2:202352147-202483905
ALS2CR12.2	chr2:202153148-202222101
ALS2CR12	chr2:202153148-202222101
ALS2CR4.2	chr2:202484907-202507410
ALS2CR4	chr2:202484907-202508224
ALS2CR8.2	chr2:203776978-203851060
ALS2CR8	chr2:203777117-203851060
ALX1	chr12:85674036-85695559
ALX3	chr1:110602998-110613322
ALX4	chr11:44282278-44331716
AMAC1	chr17:33519539-33521412
AMAC1L2	chr8:11188495-11189695
AMAC1L3	chr17:7384721-7386383
AMACR.2	chr5:33987093-34008220
AMACR.3	chr5:33987093-34008220
AMACR.4	chr5:33997112-34008220
AMACR.5	chr5:33997112-34008220
AMACR.6	chr5:33997309-34008220
AMACR	chr5:33987093-34008220
AMBN	chr4:71458001-71473002
AMBP	chr9:116822410-116840752
AMBRA1	chr11:46417964-46612914
AMD1.2	chr6:111195988-111216913
AMD1	chr6:111195987-111216913
AMDHD1	chr12:96337071-96362369
AMDHD2.2	chr16:2570363-2580954
AMDHD2	chr16:2570363-2579731
AMELX.2	chrX:11311533-11318880
AMELX.3	chrX:11311533-11318880
AMELX	chrX:11311533-11318880
AMELY	chrY:6733960-6742068
AMFR	chr16:56395365-56459444
AMH	chr19:2249113-2252072
AMHR2.2	chr12:53817639-53825318
AMHR2.3	chr12:53817639-53825318
AMHR2	chr12:53817639-53825318
AMICA1.2	chr11:118064442-118095809
AMICA1	chr11:118064442-118084074
AMIGO1	chr1:110049447-110052336
AMIGO2.2	chr12:47470383-47473734
AMIGO2	chr12:47469491-47473734
AMIGO3	chr3:49754268-49757238
AMMECR1.2	chrX:109437415-109561380
AMMECR1	chrX:109437415-109561380
AMMECR1L	chr2:128619209-128642434
AMN1.2	chr12:31824073-31882108
AMN1	chr12:31824073-31882108
AMN	chr14:103388993-103397178
AMOT.2	chrX:112018106-112066354
AMOT	chrX:112018106-112084043
AMOTL1	chr11:94501508-94609917
AMOTL2	chr3:134074190-134093406
AMPD1	chr1:115215722-115238176
AMPD2.2	chr1:110163276-110174677
AMPD2.3	chr1:110168049-110174677
AMPD2	chr1:110162459-110174677
AMPD3.2	chr11:10476666-10529126
AMPD3.3	chr11:10477481-10529126
AMPD3	chr11:10472224-10529126
AMPH.2	chr7:38423307-38671020
AMPH	chr7:38423307-38671020
AMT.2	chr3:49454212-49460111
AMT.3	chr3:49454212-49460111
AMT.4	chr3:49454212-49460111
AMT.5	chr3:49454212-49460111
AMT	chr3:49454212-49460111
AMTN	chr4:71384298-71398459
AMY1A.2	chr1:104230040-104238912
AMY1A.3	chr1:104292440-104301310
AMY1A.4	chr1:104198141-104207172
AMY1A.5	chr1:104230040-104239073
AMY1A.6	chr1:104292279-104301310
AMY1A	chr1:104198302-104207172
AMY1B.2	chr1:104230041-104238889
AMY1B.3	chr1:104292463-104301310
AMY1B	chr1:104198325-104207172
AMY1C.2	chr1:104230041-104238911
AMY1C.3	chr1:104292441-104301310
AMY1C	chr1:104198303-104207172
AMY2A	chr1:104159999-104168393
AMY2B	chr1:104097322-104122147
AMZ1	chr7:2719163-2755069
AMZ2.2	chr17:66244145-66253305
AMZ2.3	chr17:66244145-66253305
AMZ2.4	chr17:66244145-66253305
AMZ2.5	chr17:66244145-66253305
AMZ2.6	chr17:66244145-66253305
AMZ2	chr17:66244145-66253305
ANAPC10	chr4:145916314-146019368
ANAPC11.2	chr17:79849599-79858363
ANAPC11.3	chr17:79849599-79858363
ANAPC11.4	chr17:79849599-79858363
ANAPC11.5	chr17:79849599-79858363
ANAPC11.6	chr17:79849599-79858363
ANAPC11.7	chr17:79849818-79858363
ANAPC11	chr17:79849599-79858363
ANAPC13.2	chr3:134196547-134204831
ANAPC13.3	chr3:134196547-134204865
ANAPC13	chr3:134196547-134204863
ANAPC1	chr2:112526641-112641741
ANAPC2	chr9:140069236-140083057
ANAPC4	chr4:25378848-25420119
ANAPC5.2	chr12:121746050-121790265
ANAPC5	chr12:121746050-121792012
ANAPC7.2	chr12:110813274-110841535
ANAPC7	chr12:110810705-110841535
ANG.2	chr14:21156932-21162343
ANG	chr14:21152336-21162343
ANGEL1	chr14:77253588-77279283
ANGEL2	chr1:213165525-213189168
ANGPT1	chr8:108261711-108510254
ANGPT2.2	chr8:6357177-6420784
ANGPT2.3	chr8:6357177-6420784
ANGPT2	chr8:6357177-6420784
ANGPT4	chr20:853299-896960
ANGPTL1	chr1:178818671-178840215
ANGPTL2	chr9:129849628-129885044
ANGPTL3	chr1:63063187-63071180
ANGPTL4.2	chr19:8429011-8439257
ANGPTL4	chr19:8429011-8439257
ANGPTL5	chr11:101761406-101787253
ANGPTL6	chr19:10203013-10213425
ANGPTL7	chr1:11249398-11256037
ANK1.2	chr8:41510745-41522804
ANK1.3	chr8:41510745-41522804
ANK1.4	chr8:41510745-41522804
ANK1.5	chr8:41510745-41655140
ANK1.6	chr8:41510745-41655140
ANK1.7	chr8:41510745-41655140
ANK1.8	chr8:41510745-41754280
ANK1	chr8:41510745-41655140
ANK2.2	chr4:113970785-114304894
ANK2.3	chr4:113739239-114304894
ANK2	chr4:113970785-114304894
ANK3.2	chr10:61788160-62149488
ANK3	chr10:61788160-61900746
ANKAR	chr2:190541430-190611370
ANKDD1A	chr15:65204101-65251039
ANKFN1	chr17:54230836-54560007
ANKFY1.2	chr17:4066667-4167274
ANKFY1	chr17:4097775-4167274
ANKH	chr5:14704910-14871887
ANKHD1.2	chr5:139781429-139919439
ANKHD1.3	chr5:139781429-139852061
ANKHD1	chr5:139781429-139852061
ANKHD1-EIF4EBP3	chr5:139781429-139929163
ANKIB1	chr7:91875548-92030698
ANKK1	chr11:113258513-113271139
ANKLE1	chr19:17392454-17398454
ANKLE2	chr12:133302254-133338451
ANKMY1.2	chr2:241418839-241497405
ANKMY1	chr2:241418839-241497405
ANKMY2	chr7:16639413-16685398
ANKRA2	chr5:72848163-72861498
ANKRD10	chr13:111530888-111567416
ANKRD11	chr16:89334035-89556969
ANKRD12.2	chr18:9136758-9285206
ANKRD12	chr18:9136758-9285206
ANKRD13A	chr12:110437235-110477233
ANKRD13B	chr17:27920527-27941778
ANKRD13C	chr1:70724686-70820417
ANKRD13D.2	chr11:67056816-67069954
ANKRD13D	chr11:67056762-67069954
ANKRD16.2	chr10:5920051-5931860
ANKRD16.3	chr10:5920051-5931860
ANKRD16	chr10:5903691-5931860
ANKRD17.2	chr4:73940503-74124502
ANKRD17	chr4:73940503-74124502
ANKRD19	chr9:95571893-95600739
ANKRD1	chr10:92671857-92681032
ANKRD20A1	chr9:67926761-67969839
ANKRD20A2.2	chr9:43090426-43133544
ANKRD20A2	chr9:42368303-42411409
ANKRD20A3.2	chr9:43089972-43133544
ANKRD20A3.3	chr9:67926761-67970291
ANKRD20A3	chr9:42368303-42411861
ANKRD20A4	chr9:69381981-69425108
ANKRD20B	chr2:95426675-95522820
ANKRD22	chr10:90579661-90611732
ANKRD2.2	chr10:99332256-99343639
ANKRD23	chr2:97503652-97509758
ANKRD24	chr19:4183351-4224811
ANKRD26	chr10:27293045-27389427
ANKRD26P1	chr16:46503249-46603009
ANKRD27	chr19:33087907-33166102
ANKRD28	chr3:15708744-15901053
ANKRD29	chr18:21179980-21242849
ANKRD2	chr10:99332256-99343639
ANKRD30A	chr10:37414785-37521495
ANKRD30B	chr18:14748239-14852737
ANKRD31	chr5:74364123-74532703
ANKRD32	chr5:93954391-94031571
ANKRD33.2	chr12:52281793-52285504
ANKRD33B	chr5:10564435-10657927
ANKRD33	chr12:52281793-52285504
ANKRD34A	chr1:145470508-145475647
ANKRD34B	chr5:79852575-79866304
ANKRD34C	chr15:79575146-79590580
ANKRD35	chr1:145549209-145568526
ANKRD36B	chr2:98121261-98206428
ANKRD36BL1	chr1:168214821-168216668
ANKRD36	chr2:97779233-97930255
ANKRD37	chr4:186317840-186321389
ANKRD39	chr2:97513731-97523756
ANKRD40	chr17:48770552-48785270
ANKRD42	chr11:82905291-82960013
ANKRD43	chr5:132149033-132152488
ANKRD44	chr2:197859250-198062762
ANKRD45	chr1:173577475-173639001
ANKRD46	chr8:101533000-101572012
ANKRD49	chr11:94227153-94232740
ANKRD50.2	chr4:125585207-125633887
ANKRD50	chr4:125585206-125633887
ANKRD52	chr12:56631592-56652143
ANKRD5.2	chr20:10015697-10037405
ANKRD53.2	chr2:71205575-71212628
ANKRD53	chr2:71205575-71212628
ANKRD54	chr22:38226863-38240303
ANKRD55.2	chr5:55395508-55529186
ANKRD55	chr5:55395508-55412778
ANKRD56	chr4:77816083-77819002
ANKRD57	chr2:110371911-110376563
ANKRD58	chrX:118892576-118894164
ANKRD5	chr20:10015697-10037405
ANKRD6	chr6:90142897-90343402
ANKRD7	chr7:117864712-117882782
ANKRD9	chr14:102973198-102976128
ANKS1A	chr6:34857038-35059188
ANKS1B.2	chr12:99137996-99548472
ANKS1B.3	chr12:99129071-100378432
ANKS1B	chr12:99129071-99548472
ANKS3	chr16:4746513-4784163
ANKS4B	chr16:21245016-21263750
ANKS6	chr9:101494292-101558794
ANKZF1.2	chr2:220094610-220101390
ANKZF1	chr2:220094479-220101390
ANLN	chr7:36429432-36493398
ANO10	chr3:43407819-43663560
ANO1.2	chr11:69931516-70035649
ANO1	chr11:69924408-70035649
ANO2	chr12:5671817-6055398
ANO3	chr11:26353678-26684835
ANO4	chr12:101188374-101522419
ANO5.2	chr11:22214722-22304913
ANO5	chr11:22214722-22304913
ANO6.2	chr12:45609770-45834187
ANO6.3	chr12:45686466-45826130
ANO6.4	chr12:45609770-45826130
ANO6	chr12:45609876-45834187
ANO7.2	chr2:242127924-242135581
ANO7	chr2:242127924-242164791
ANO8	chr19:17434032-17445638
ANO9	chr11:417930-442011
ANP32A	chr15:69070877-69113261
ANP32B	chr9:100745489-100778222
ANP32C	chr4:165118160-165118863
ANP32D	chr12:48866448-48866842
ANP32E.2	chr1:150190718-150208504
ANP32E.3	chr1:150190718-150208504
ANP32E	chr1:150190718-150207026
ANPEP	chr15:90328127-90358072
ANTXR1.2	chr2:69240276-69476457
ANTXR1.3	chr2:69240276-69373494
ANTXR1	chr2:69240276-69399687
ANTXR2.2	chr4:80898664-80994477
ANTXR2	chr4:80822773-80994477
ANTXRL	chr10:47658234-47701446
ANUBL1.2	chr10:46111040-46168251
ANUBL1	chr10:46111040-46168251
ANXA10	chr4:169013707-169108891
ANXA11.2	chr10:81914880-81965328
ANXA11.3	chr10:81914880-81965328
ANXA11	chr10:81914880-81965328
ANXA13.2	chr8:124693035-124749647
ANXA13	chr8:124693035-124749647
ANXA1	chr9:75766781-75785307
ANXA2.2	chr15:60639352-60690185
ANXA2.3	chr15:60639351-60690185
ANXA2.4	chr15:60639352-60690185
ANXA2	chr15:60639351-60690185
ANXA2P1	chr4:154228621-154229963
ANXA2P2	chr9:33624223-33625530
ANXA2P3	chr10:66585285-66586634
ANXA3	chr4:79472742-79531602
ANXA4	chr2:69969127-70053594
ANXA5	chr4:122589153-122618147
ANXA6.2	chr5:150480268-150537367
ANXA6	chr5:150480268-150537367
ANXA7.2	chr10:75135189-75173841
ANXA7	chr10:75135189-75173841
ANXA8.2	chr10:48255225-48271366
ANXA8	chr10:47157986-47174122
ANXA8L1.2	chr10:48255307-48271361
ANXA8L1	chr10:47157991-47174040
ANXA8L2	chr10:47746920-47763038
ANXA9	chr1:150954499-150968114
AOAH	chr7:36552610-36764153
AOC2.2	chr17:40996609-41002722
AOC2	chr17:40996609-41002722
AOC3	chr17:41003201-41010138
AOX1	chr2:201450731-201536215
AOX2P	chr2:201635395-201658962
AP1AR.2	chr4:113152895-113191209
AP1AR	chr4:113152895-113191209
AP1B1.2	chr22:29723671-29784572
AP1B1.3	chr22:29723671-29784572
AP1B1	chr22:29723671-29784572
AP1G1.2	chr16:71762907-71842976
AP1G1	chr16:71762907-71842976
AP1G2	chr14:24028777-24037279
AP1M1.2	chr19:16308665-16346156
AP1M1	chr19:16308665-16346156
AP1M2	chr19:10683348-10697991
AP1S1	chr7:100797686-100804556
AP1S2	chrX:15843930-15873100
AP1S3	chr2:224620048-224702319
AP2A1.2	chr19:50270180-50310367
AP2A1	chr19:50270180-50310367
AP2A2	chr11:925841-1012239
AP2B1.2	chr17:33914282-34053433
AP2B1	chr17:33914282-34053433
AP2M1.2	chr3:183892634-183901878
AP2M1	chr3:183892634-183901878
AP2S1.2	chr19:47341423-47354203
AP2S1	chr19:47341423-47354203
AP3B1	chr5:77298151-77590528
AP3B2	chr15:83328034-83378635
AP3D1.2	chr19:2100994-2151556
AP3D1	chr19:2100994-2151556
AP3M1.2	chr10:75880016-75910826
AP3M1	chr10:75880016-75910826
AP3M2.2	chr8:42010464-42028702
AP3M2	chr8:42010464-42028702
AP3S1	chr5:115177619-115249776
AP3S2.2	chr15:90373832-90437617
AP3S2	chr15:90373832-90437617
AP4B1	chr1:114437677-114447741
AP4E1	chr15:51200946-51298097
AP4M1	chr7:99699130-99704802
AP4S1.2	chr14:31494683-31562634
AP4S1	chr14:31494683-31555007
APAF1.2	chr12:99039078-99129204
APAF1.3	chr12:99039078-99129204
APAF1.4	chr12:99039078-99129204
APAF1.5	chr12:99039078-99129204
APAF1	chr12:99039078-99129204
APBA1	chr9:72042449-72287275
APBA2.2	chr15:29213840-29410514
APBA2	chr15:29213840-29410514
APBA3	chr19:3750771-3761673
APBB1.2	chr11:6416355-6440300
APBB1	chr11:6416355-6440644
APBB1IP	chr10:26727266-26856730
APBB2.2	chr4:40812045-40859209
APBB2.3	chr4:40812045-40859172
APBB2.4	chr4:40812045-40859209
APBB2.5	chr4:40812045-40859172
APBB2.6	chr4:40812045-41216635
APBB2.7	chr4:40812045-41216635
APBB2	chr4:40812045-41216635
APBB3.2	chr5:139937853-139944189
APBB3.3	chr5:139937853-139944189
APBB3.4	chr5:139937853-139944189
APBB3	chr5:139937853-139944189
APC2	chr19:1450148-1473243
APC.2	chr5:112073556-112181935
APC.3	chr5:112043218-112181935
APC	chr5:112073556-112181935
APCDD1	chr18:10454625-10488697
APCDD1L	chr20:57034426-57089949
APCS	chr1:159557616-159558660
APEH	chr3:49711435-49720933
APEX1.2	chr14:20923290-20925925
APEX1.3	chr14:20923290-20925925
APEX1	chr14:20923290-20925925
APEX2	chrX:55026780-55034211
APH1A.2	chr1:150237799-150241532
APH1A	chr1:150237799-150241532
APH1B.2	chr15:63569749-63601324
APH1B	chr15:63569749-63601324
API5.2	chr11:43333505-43366080
API5.3	chr11:43333505-43366080
API5.4	chr11:43333505-43366080
API5	chr11:43333505-43366080
APIP	chr11:34903843-34937939
APITD1.2	chr1:10490800-10502864
APITD1.3	chr1:10490159-10502864
APITD1	chr1:10490159-10512208
APLF	chr2:68694691-68807293
APLN	chrX:128779326-128788914
APLNR.2	chr11:57001054-57004927
APLNR	chr11:57001054-57004927
APLP1.2	chr19:36359401-36370698
APLP1	chr19:36359401-36370698
APLP2.2	chr11:129939716-130014705
APLP2.3	chr11:129939716-130014705
APLP2.4	chr11:129939716-130014705
APLP2.5	chr11:129939716-130014705
APLP2.6	chr11:129939716-130014705
APLP2	chr11:129939716-130014705
APOA1BP	chr1:156561558-156564089
APOA1	chr11:116706469-116708338
APOA2	chr1:161192083-161193418
APOA4	chr11:116691418-116694011
APOA5.2	chr11:116660087-116663136
APOA5	chr11:116660087-116663136
APOB48R	chr16:28505993-28510282
APOB	chr2:21224302-21266945
APOBEC1	chr12:7801997-7818502
APOBEC2	chr6:41020940-41032629
APOBEC3A	chr22:39353527-39359188
APOBEC3B	chr22:39378405-39388783
APOBEC3C	chr22:39410265-39414823
APOBEC3D	chr22:39417118-39429255
APOBEC3F.2	chr22:39436673-39440427
APOBEC3F	chr22:39436673-39451973
APOBEC3G	chr22:39473025-39483747
APOBEC3H.2	chr22:39493229-39500070
APOBEC3H.3	chr22:39493229-39500070
APOBEC3H.4	chr22:39493229-39500070
APOBEC3H	chr22:39493229-39498610
APOBEC4	chr1:183615418-183622448
APOC1	chr19:45417921-45422606
APOC1P1.2	chr19:45430060-45434643
APOC1P1.3	chr19:45430060-45434643
APOC1P1	chr19:45430060-45434643
APOC2	chr19:45449243-45452817
APOC3	chr11:116700624-116703787
APOC4	chr19:45445495-45448751
APOD	chr3:195295573-195311076
APOE	chr19:45409039-45412649
APOF	chr12:56754355-56756583
APOH	chr17:64208148-64225556
APOL1.2	chr22:36649117-36663576
APOL1.3	chr22:36649117-36663576
APOL1.4	chr22:36649117-36663576
APOL1	chr22:36649117-36663576
APOL2.2	chr22:36622256-36636000
APOL2	chr22:36622256-36635689
APOL3.2	chr22:36536372-36556977
APOL3.3	chr22:36536372-36556977
APOL3.4	chr22:36536372-36556977
APOL3.5	chr22:36536372-36562225
APOL3.6	chr22:36536372-36562225
APOL3	chr22:36536372-36556977
APOL4.2	chr22:36585178-36600879
APOL4	chr22:36585178-36600879
APOL5	chr22:36113919-36125527
APOL6	chr22:36044424-36064455
APOLD1.2	chr12:12878851-12944397
APOLD1	chr12:12938541-12944397
APOM.6	chr6:31623671-31625986
APOO.2	chrX:23851466-23926057
APOO	chrX:23851466-23926057
APOOL	chrX:84258905-84344972
APP.2	chr21:27252862-27543138
APP.3	chr21:27252862-27543138
APP.4	chr21:27252862-27543138
APP.5	chr21:27252862-27543138
APPBP2	chr17:58520520-58603580
APP	chr21:27252862-27543138
APPL1	chr3:57261765-57307496
APPL2	chr12:105567075-105630008
APRT.2	chr16:88875879-88878342
APRT	chr16:88875879-88878342
APTX.2	chr9:32972609-33001626
APTX.3	chr9:32972609-32989893
APTX.4	chr9:32972609-32990086
APTX.5	chr9:32972609-32997348
APTX	chr9:32972609-33001606
AQP10	chr1:154293592-154297800
AQP11	chr11:77300680-77320691
AQP12A	chr2:241631262-241637899
AQP12B	chr2:241615836-241622317
AQP1	chr7:30951468-30965131
AQP2	chr12:50344524-50352662
AQP3	chr9:33441162-33447590
AQP4.2	chr18:24432010-24445716
AQP4	chr18:24432010-24442575
AQP5	chr12:50355279-50359461
AQP6	chr12:50366620-50370922
AQP7	chr9:33384949-33402517
AQP7P1	chr9:67270215-67289492
AQP7P2	chr9:67271410-67289366
AQP7P3	chr9:42858152-42893135
AQP8	chr16:25228285-25240252
AQP9	chr15:58430408-58478110
AQR	chr15:35148553-35261995
AR.2	chrX:66788683-66944119
